name,is_legendary,is_creature,is_instant,is_sorcery,is_land,is_enchantment,is_planeswalker,is_artifact,cmc,first_printing,last_printing,num_printings,is_id_white,is_id_blue,is_id_black,is_id_red,is_id_green,is_standard_legal,is_commander_legal,is_modern_legal,is_pioneer_legal,is_legacy_legal,is_pauper_legal,is_reserved,is_reprint,rarity,edhrec_rank,power,toughness,set_enum,is_masters,is_booster,oracle_len,exp,pred
Grenzo's Rebuttal,0,0,0,1,0,0,0,0,6.0,2014,2014,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,13269.0,-5,-5,7,0,1.0,218.0,0,0
Traitor's Roar,0,0,0,1,0,0,0,0,5.0,2008,2008,1.0,0,0,1,1,0,0,1,1,0,1,1,0,0,4,17046.0,-5,-5,2,0,1.0,260.0,0,0
Apprentice Necromancer,0,1,0,0,0,0,0,0,2.0,1999,2018,3.0,0,0,1,0,0,0,1,0,0,1,0,0,1,3,1621.0,1,1,4,1,1.0,191.0,0,1
Soul of the Harvest,0,1,0,0,0,0,0,0,6.0,2012,2020,6.0,0,0,0,0,1,0,1,1,1,1,0,0,1,2,367.0,6,6,7,0,1.0,106.0,0,1
Domineering Will,0,0,1,0,0,0,0,0,4.0,2014,2014,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,4598.0,-5,-5,3,0,0.0,144.0,1,1
Skittering Heartstopper,0,1,0,0,0,0,0,0,1.0,2017,2017,1.0,0,0,1,0,0,0,1,1,1,1,1,0,0,4,13676.0,1,1,2,0,1.0,64.0,0,0
Colossal Whale,0,1,0,0,0,0,0,0,7.0,2013,2013,2.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,5021.0,5,5,1,0,1.0,276.0,0,0
Burning of Xinye,0,0,0,1,0,0,0,0,6.0,1999,2014,2.0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,10074.0,-5,-5,4,1,1.0,145.0,1,0
Call the Scions,0,0,0,1,0,0,0,0,3.0,2015,2019,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,9247.0,-5,-5,2,0,1.0,134.0,0,0
Furious Resistance,0,0,1,0,0,0,0,0,1.0,2013,2013,1.0,0,0,0,1,0,0,1,1,1,1,1,0,0,4,14336.0,-5,-5,2,0,1.0,77.0,0,0
Megrim,0,0,0,0,0,1,0,0,3.0,1998,2011,8.0,0,0,1,0,0,0,1,1,0,1,0,0,1,3,1561.0,-5,-5,1,0,1.0,75.0,0,1
Burn Trail,0,0,0,1,0,0,0,0,4.0,2008,2008,1.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,17065.0,-5,-5,2,0,1.0,217.0,0,0
Eldritch Evolution,0,0,0,1,0,0,0,0,3.0,2016,2019,3.0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,527.0,-5,-5,2,0,1.0,293.0,1,1
Unyaro Bees,0,1,0,0,0,0,0,0,3.0,2006,2006,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,13216.0,0,0,2,0,1.0,117.0,0,0
Phyrexian Bloodstock,0,1,0,0,0,0,0,0,5.0,2001,2001,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,18516.0,3,3,2,0,1.0,105.0,0,0
The Tyrant,0,0,0,0,0,0,0,0,0.0,2014,2014,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20000.0,-5,-5,9,0,0.0,79.0,0,0
Show of Valor,0,0,1,0,0,0,0,0,2.0,2012,2019,3.0,1,0,0,0,0,0,1,1,1,1,1,0,1,4,14121.0,-5,-5,1,0,0.0,45.0,0,0
Shaleskin Plower,0,1,0,0,0,0,0,0,4.0,2003,2003,1.0,0,0,0,1,0,0,1,0,0,1,1,0,0,4,16617.0,3,3,2,0,1.0,181.0,0,0
Syphon Flesh,0,0,0,1,0,0,0,0,5.0,2011,2018,3.0,0,0,1,0,0,0,1,0,0,1,0,0,1,3,4855.0,-5,-5,3,0,0.0,124.0,0,0
Vodalian Illusionist,0,1,0,0,0,0,0,0,3.0,1997,2020,2.0,0,1,0,0,0,0,1,0,0,1,0,0,1,3,8391.0,2,2,4,1,1.0,178.0,0,0
Lightbringer,0,1,0,0,0,0,0,0,3.0,2000,2000,1.0,1,0,0,0,0,0,1,0,0,1,1,0,0,4,11903.0,2,2,2,0,1.0,57.0,0,0
High Ground,0,0,0,0,0,1,0,0,1.0,1998,2007,2.0,1,0,0,0,0,0,1,1,0,1,0,0,1,3,11794.0,-5,-5,1,0,1.0,71.0,0,0
Wellwisher,0,1,0,0,0,0,0,0,2.0,2002,2019,7.0,0,0,0,0,1,0,1,0,0,1,1,0,1,4,2661.0,1,1,3,0,0.0,53.0,0,0
Riddlemaster Sphinx,0,1,0,0,0,0,0,0,6.0,2018,2019,2.0,0,1,0,0,0,0,1,1,1,1,0,0,1,2,8240.0,5,5,5,0,0.0,203.0,0,0
Split-Tail Miko,0,1,0,0,0,0,0,0,2.0,2005,2005,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,14218.0,1,1,2,0,1.0,80.0,0,0
Seismic Stomp,0,0,0,1,0,0,0,0,2.0,2013,2019,3.0,0,0,0,1,0,0,1,1,1,1,1,0,1,4,12182.0,-5,-5,4,1,1.0,47.0,0,0
Incite Rebellion,0,0,0,1,0,0,0,0,6.0,2014,2018,2.0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,6963.0,-5,-5,3,0,0.0,147.0,0,0
Renegade Firebrand,0,1,0,0,0,0,0,0,3.0,2016,2016,1.0,0,0,0,1,0,0,1,1,1,1,0,0,0,3,15110.0,3,3,2,0,0.0,162.0,0,0
Farrelite Priest,0,1,0,0,0,0,0,0,3.0,1994,1994,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,16976.0,1,1,2,0,1.0,144.0,0,0
Brawl,0,0,1,0,0,0,0,0,5.0,1999,1999,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,15506.0,-5,-5,2,0,1.0,110.0,0,0
Chub Toad,0,1,0,0,0,0,0,0,3.0,1995,1997,2.0,0,0,0,0,1,0,1,0,0,1,1,0,1,4,17308.0,1,1,4,1,1.0,78.0,0,0
"Padeem, Consul of Innovation",1,1,0,0,0,0,0,0,4.0,2016,2020,3.0,0,1,0,0,0,0,1,1,1,1,0,0,0,2,655.0,1,1,2,0,1.0,192.0,1,1
Disarm,0,0,1,0,0,0,0,0,1.0,2003,2003,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,19222.0,-5,-5,2,0,1.0,44.0,0,0
Crusading Knight,0,1,0,0,0,0,0,0,4.0,2000,2000,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,9974.0,2,2,2,0,1.0,88.0,0,0
"Ashiok, Dream Render",1,0,0,0,0,0,1,0,3.0,2019,2019,5.0,0,1,1,0,0,0,1,1,1,1,0,0,0,3,577.0,-5,-5,2,0,1.0,171.0,1,0
Earthbrawn,0,0,1,0,0,0,0,0,2.0,2008,2008,1.0,0,0,0,0,1,0,1,1,0,1,1,0,0,4,17078.0,-5,-5,2,0,1.0,133.0,0,0
Norn's Annex,0,0,0,0,0,0,0,1,5.0,2011,2020,2.0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,1263.0,-5,-5,2,0,1.0,167.0,1,1
Kami of Fire's Roar,0,1,0,0,0,0,0,0,4.0,2004,2004,1.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,14818.0,2,2,2,0,1.0,82.0,0,0
Pouncing Shoreshark,0,1,0,0,0,0,0,0,5.0,2020,2020,3.0,0,1,0,0,0,1,1,1,1,1,0,0,0,3,4750.0,4,4,2,0,1.0,297.0,0,0
Headless Skaab,0,1,0,0,0,0,0,0,3.0,2012,2012,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,15913.0,3,3,2,0,1.0,130.0,0,0
Impetuous Devils,0,1,0,0,0,0,0,0,4.0,2016,2016,2.0,0,0,0,1,0,0,1,1,1,1,0,0,0,2,9210.0,6,6,2,0,1.0,190.0,0,0
Vizier of Tumbling Sands,0,1,0,0,0,0,0,0,3.0,2017,2020,2.0,0,1,0,0,0,0,1,1,1,1,0,0,1,3,2332.0,1,1,3,0,0.0,158.0,0,0
Soulquake,0,0,0,1,0,0,0,0,7.0,2009,2009,1.0,0,1,1,0,0,0,1,1,0,1,0,0,0,2,12365.0,-5,-5,2,0,1.0,100.0,0,0
Words of Wisdom,0,0,1,0,0,0,0,0,2.0,2001,2001,1.0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,5826.0,-5,-5,2,0,1.0,56.0,0,0
Delraich,0,1,0,0,0,0,0,0,7.0,1999,1999,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,15431.0,6,6,2,0,1.0,87.0,0,0
"Tatyova, Benthic Druid",1,1,0,0,0,0,0,0,5.0,2018,2019,3.0,0,1,0,0,1,0,1,1,1,1,0,0,0,3,293.0,3,3,2,0,1.0,91.0,1,0
Elvish Lyrist,0,1,0,0,0,0,0,0,1.0,1998,2003,5.0,0,0,0,0,1,0,1,1,0,1,1,0,1,3,9724.0,1,1,1,0,1.0,62.0,0,0
Goblin Spymaster,0,1,0,0,0,0,0,0,3.0,2016,2016,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,3294.0,2,2,3,0,0.0,167.0,1,1
Havengul Vampire,0,1,0,0,0,0,0,0,4.0,2012,2016,2.0,0,0,0,1,0,0,1,1,0,1,0,0,1,3,9240.0,2,2,7,0,1.0,158.0,0,0
Lava-Field Overlord,0,1,0,0,0,0,0,0,9.0,2018,2018,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,13086.0,5,5,7,0,1.0,178.0,0,0
Muzzio's Preparations,0,0,0,0,0,0,0,0,0.0,2014,2014,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20000.0,-5,-5,7,0,1.0,292.0,0,0
Sporogenesis,0,0,0,0,0,1,0,0,4.0,1998,1998,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,8669.0,-5,-5,2,0,1.0,319.0,1,0
Fiend Binder,0,1,0,0,0,0,0,0,4.0,2016,2019,2.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,16980.0,3,3,2,0,1.0,77.0,0,0
Violent Eruption,0,0,1,0,0,0,0,0,4.0,2002,2019,2.0,0,0,0,1,0,0,1,0,0,1,0,0,1,3,4503.0,-5,-5,3,0,0.0,224.0,0,0
Haazda Snare Squad,0,1,0,0,0,0,0,0,3.0,2013,2013,1.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,15375.0,1,1,2,0,1.0,106.0,0,0
Mind Warp,0,0,0,1,0,0,0,0,4.0,1995,2000,4.0,0,0,1,0,0,0,1,0,0,1,0,0,1,3,17969.0,-5,-5,1,0,1.0,90.0,0,0
Soulblast,0,0,1,0,0,0,0,0,6.0,2004,2007,2.0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,10651.0,-5,-5,1,0,1.0,169.0,0,0
Mine Layer,0,1,0,0,0,0,0,0,4.0,2001,2001,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,7883.0,1,1,2,0,1.0,198.0,1,1
Whirlpool Whelm,0,0,1,0,0,0,0,0,2.0,2007,2011,2.0,0,1,0,0,0,0,1,1,0,1,1,0,1,4,14895.0,-5,-5,3,0,0.0,315.0,0,0
Brave the Elements,0,0,1,0,0,0,0,0,1.0,2009,2014,4.0,1,0,0,0,0,0,1,1,1,1,0,0,1,3,3298.0,-5,-5,3,0,0.0,100.0,0,0
Font of Fertility,0,0,0,0,0,1,0,0,1.0,2014,2014,2.0,0,0,0,0,1,0,1,1,1,1,1,0,0,4,3277.0,-5,-5,2,0,1.0,142.0,0,0
Goblin Grenadiers,0,1,0,0,0,0,0,0,4.0,1997,1997,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,13837.0,2,2,2,0,1.0,127.0,0,0
Faerie Noble,0,1,0,0,0,0,0,0,3.0,1995,1995,1.0,0,0,0,0,1,0,1,0,0,1,0,1,1,3,16775.0,1,1,4,1,1.0,121.0,0,0
Garenbrig Squire,0,1,0,0,0,0,0,0,2.0,2019,2019,1.0,0,0,0,0,1,1,1,1,1,1,1,0,0,4,18059.0,2,2,2,0,1.0,159.0,0,0
Viridian Lorebearers,0,1,0,0,0,0,0,0,4.0,2004,2004,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,18144.0,3,3,2,0,1.0,117.0,0,0
Prickleboar,0,1,0,0,0,0,0,0,5.0,2015,2019,2.0,0,0,0,1,0,0,1,1,1,1,1,0,0,4,17239.0,3,3,1,0,1.0,135.0,0,0
Illusionary Wall,0,1,0,0,0,0,0,0,5.0,1995,1995,1.0,0,1,0,0,0,0,1,0,0,1,1,0,1,4,15602.0,7,7,4,1,1.0,202.0,0,0
Tapestry of the Ages,0,0,0,0,0,0,0,1,4.0,2015,2015,1.0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,12819.0,-5,-5,2,0,1.0,95.0,0,0
Striped Bears,0,1,0,0,0,0,0,0,4.0,1997,1997,1.0,0,0,0,0,1,0,1,0,0,1,1,0,0,4,5729.0,2,2,2,0,1.0,55.0,0,0
Burning-Tree Emissary,0,1,0,0,0,0,0,0,2.0,2013,2019,4.0,0,0,0,1,1,0,1,1,1,1,1,0,1,3,6932.0,2,2,6,0,0.0,62.0,0,0
Worldknit,0,0,0,0,0,0,0,0,0.0,2014,2014,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20000.0,-5,-5,7,0,1.0,220.0,0,0
Goblin Champion,0,1,0,0,0,0,0,0,1.0,2019,2019,1.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,9768.0,0,0,7,0,1.0,106.0,0,0
Toxin Sliver,0,1,0,0,0,0,0,0,4.0,2003,2019,3.0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,6819.0,3,3,2,0,1.0,100.0,0,0
Jaya Ballard,1,0,0,0,0,0,1,0,5.0,2018,2019,3.0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,2205.0,-5,-5,2,0,1.0,299.0,1,1
Dark Privilege,0,0,0,0,0,1,0,0,2.0,1996,1997,2.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,5461.0,-5,-5,2,0,1.0,100.0,0,0
Scapeshift,0,0,0,1,0,0,0,0,4.0,2008,2018,3.0,0,0,0,0,1,0,1,1,1,1,0,0,1,1,783.0,-5,-5,1,0,1.0,147.0,1,1
Stronghold Taskmaster,0,1,0,0,0,0,0,0,4.0,1998,1998,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,19519.0,4,4,2,0,1.0,32.0,0,0
Pious Evangel // Wayward Disciple,0,1,0,0,0,0,0,0,3.0,2016,2016,1.0,1,0,1,0,0,0,1,1,1,1,0,0,0,3,4585.0,-5,-5,2,0,1.0,0.0,0,0
Zanikev Locust,0,1,0,0,0,0,0,0,6.0,2012,2012,1.0,0,0,1,0,0,0,1,1,1,1,0,0,0,3,18022.0,3,3,2,0,1.0,181.0,0,0
Ingenious Infiltrator,0,1,0,0,0,0,0,0,4.0,2019,2019,1.0,0,1,1,0,0,0,1,1,0,1,0,0,0,3,2679.0,2,2,7,0,1.0,222.0,0,0
Pressure Point,0,0,1,0,0,0,0,0,2.0,2015,2020,4.0,1,0,0,0,0,1,1,1,1,1,1,0,1,4,9786.0,-5,-5,2,0,1.0,33.0,0,0
Deadeye Quartermaster,0,1,0,0,0,0,0,0,4.0,2017,2017,1.0,0,1,0,0,0,0,1,1,1,1,0,0,0,3,4691.0,2,2,2,0,1.0,173.0,0,0
Sewerdreg,0,1,0,0,0,0,0,0,5.0,2005,2005,1.0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,18117.0,3,3,2,0,1.0,145.0,0,0
Ripjaw Raptor,0,1,0,0,0,0,0,0,4.0,2017,2019,4.0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,1928.0,4,4,2,0,1.0,61.0,1,0
Zarichi Tiger,0,1,0,0,0,0,0,0,4.0,2013,2013,1.0,1,0,0,0,0,0,1,1,1,1,1,0,0,4,15959.0,2,2,2,0,1.0,29.0,0,0
Consecrate // Consume,0,0,1,1,0,0,0,0,6.0,2019,2019,2.0,1,0,1,0,0,0,1,1,1,1,0,0,0,3,18877.0,-5,-5,2,0,1.0,0.0,0,0
Humble Defector,0,1,0,0,0,0,0,0,2.0,2015,2020,4.0,0,0,0,1,0,0,1,1,1,1,0,0,1,3,1661.0,2,2,3,0,0.0,115.0,0,0
Aerial Guide,0,1,0,0,0,0,0,0,3.0,2017,2017,1.0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,15132.0,2,2,2,0,1.0,103.0,0,0
Pearlspear Courier,0,1,0,0,0,0,0,0,3.0,2002,2002,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,19288.0,2,2,2,0,1.0,186.0,0,0
Pia and Kiran Nalaar,1,1,0,0,0,0,0,0,4.0,2015,2018,4.0,0,0,0,1,0,0,1,1,1,1,0,0,1,2,2250.0,2,2,6,0,0.0,202.0,0,0
Rampant Growth,0,0,0,1,0,0,0,0,2.0,1996,2019,21.0,0,0,0,0,1,0,1,1,0,1,1,0,1,4,35.0,-5,-5,6,0,0.0,115.0,0,0
Jayemdae Tome,0,0,0,0,0,0,0,1,4.0,1993,2015,18.0,0,0,0,0,0,0,1,1,1,1,0,0,1,3,8861.0,-5,-5,1,0,1.0,22.0,0,0
Arcane Savant,0,1,0,0,0,0,0,0,5.0,2016,2016,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,18860.0,3,3,7,0,1.0,311.0,0,0
Petradon,0,1,0,0,0,0,0,0,8.0,2002,2002,1.0,0,0,0,1,0,0,1,0,0,1,0,0,0,2,16893.0,5,5,2,0,1.0,215.0,0,0
Thought Gorger,0,1,0,0,0,0,0,0,4.0,2010,2010,1.0,0,0,1,0,0,0,1,1,0,1,0,0,0,2,10033.0,2,2,2,0,1.0,221.0,0,0
Nantuko Blightcutter,0,1,0,0,0,0,0,0,3.0,2002,2002,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,15456.0,2,2,2,0,1.0,167.0,0,0
Sliptide Serpent,0,1,0,0,0,0,0,0,6.0,2000,2000,1.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,17887.0,4,4,2,0,1.0,52.0,0,0
Armorcraft Judge,0,1,0,0,0,0,0,0,4.0,2016,2020,2.0,0,0,0,0,1,0,1,1,1,1,0,0,1,3,3174.0,3,3,7,0,1.0,115.0,0,0
Octopus Umbra,0,0,0,0,0,1,0,0,5.0,2018,2020,2.0,0,1,0,0,0,0,1,0,0,1,0,0,1,2,3211.0,-5,-5,4,1,1.0,273.0,0,1
Razorverge Thicket,0,0,0,0,1,0,0,0,0.0,2010,2020,2.0,1,0,0,0,1,0,1,1,0,1,0,0,0,2,2284.0,-5,-5,2,0,1.0,114.0,1,1
Spellweaver Volute,0,0,0,0,0,1,0,0,5.0,2007,2020,2.0,0,1,0,0,0,0,1,1,0,1,0,0,0,2,7297.0,-5,-5,2,0,1.0,261.0,0,0
Tainted Peak,0,0,0,0,1,0,0,0,0.0,2002,2002,1.0,0,0,1,1,0,0,1,0,0,1,0,0,0,3,1413.0,-5,-5,2,0,1.0,85.0,1,1
Daughter of Autumn,1,1,0,0,0,0,0,0,4.0,1995,1995,1.0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,18599.0,2,2,2,0,1.0,117.0,0,0
Volcanic Rambler,0,1,0,0,0,0,0,0,6.0,2015,2015,1.0,0,0,0,1,0,0,1,1,1,1,1,0,0,4,15784.0,6,6,1,0,1.0,73.0,0,0
"Zndrsplt, Eye of Wisdom",1,1,0,0,0,0,0,0,5.0,2018,2018,2.0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,7543.0,1,1,7,0,1.0,280.0,0,0
Petra Sphinx,0,1,0,0,0,0,0,0,5.0,1994,1995,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,2,15465.0,3,3,4,1,1.0,210.0,0,0
Wolfir Silverheart,0,1,0,0,0,0,0,0,5.0,2012,2012,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,2,4178.0,4,4,2,0,1.0,263.0,1,0
Leech Bonder,0,1,0,0,0,0,0,0,3.0,2008,2008,1.0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,8570.0,3,3,2,0,1.0,170.0,0,0
Tome of Legends,0,0,0,0,0,0,0,1,2.0,2019,2019,1.0,0,0,0,0,0,1,1,1,1,1,0,0,0,2,2838.0,-5,-5,2,0,0.0,230.0,0,0
Mana-Charged Dragon,0,1,0,0,0,0,0,0,6.0,2011,2017,2.0,0,0,0,1,0,0,1,0,0,1,0,0,1,2,6338.0,5,5,3,0,0.0,236.0,1,0
Sylvan Basilisk,0,1,0,0,0,0,0,0,5.0,1998,2007,3.0,0,0,0,0,1,0,1,1,0,1,0,0,1,3,15859.0,2,2,1,0,1.0,78.0,0,0
Sophic Centaur,0,1,0,0,0,0,0,0,4.0,2007,2007,1.0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,17034.0,1,1,2,0,1.0,75.0,0,0
Sinuous Vermin,0,1,0,0,0,0,0,0,2.0,2016,2016,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,10427.0,2,2,7,0,1.0,228.0,0,0
Barrenton Medic,0,1,0,0,0,0,0,0,5.0,2008,2008,1.0,1,0,0,0,0,0,1,1,0,1,1,0,0,4,15502.0,0,0,2,0,1.0,138.0,0,0
Hapless Researcher,0,1,0,0,0,0,0,0,1.0,2002,2002,1.0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,8045.0,1,1,2,0,1.0,63.0,0,0
Serpent of Yawning Depths,0,1,0,0,0,1,0,0,6.0,2020,2020,1.0,0,1,0,0,0,1,1,1,1,1,0,0,0,2,6415.0,6,6,2,0,0.0,129.0,1,0
Nature's Lore,0,0,0,1,0,0,0,0,2.0,1995,2019,8.0,0,0,0,0,1,0,1,0,0,1,1,0,1,4,180.0,-5,-5,6,0,0.0,104.0,1,0
Ivy Seer,0,1,0,0,0,0,0,0,4.0,1999,1999,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,18925.0,1,1,2,0,1.0,155.0,0,0
Vanishing,0,0,0,0,0,1,0,0,1.0,1997,1997,1.0,0,1,0,0,0,0,1,0,0,1,1,0,0,4,4096.0,-5,-5,2,0,1.0,193.0,0,0
Castle Sengir,0,0,0,0,1,0,0,0,0.0,1995,1995,1.0,0,1,1,1,0,0,1,0,0,1,0,0,0,3,15083.0,-5,-5,2,0,1.0,58.0,0,0
Coffin Purge,0,0,1,0,0,0,0,0,1.0,2001,2001,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,15801.0,-5,-5,2,0,1.0,133.0,0,0
Ojutai's Summons,0,0,0,1,0,0,0,0,5.0,2015,2015,1.0,0,1,0,0,0,0,1,1,1,1,1,0,0,4,13934.0,-5,-5,2,0,1.0,232.0,0,0
Boreal Druid,0,1,0,0,0,0,0,0,1.0,2006,2020,2.0,0,0,0,0,1,0,1,1,0,1,1,0,0,4,791.0,1,1,2,0,1.0,13.0,1,1
Moonlight Bargain,0,0,1,0,0,0,0,0,5.0,2005,2018,2.0,0,0,1,0,0,0,1,1,0,1,0,0,1,2,3472.0,-5,-5,3,0,0.0,149.0,0,0
Zodiac Rat,0,1,0,0,0,0,0,0,1.0,1999,1999,1.0,0,0,1,0,0,0,1,0,0,1,1,0,0,4,13984.0,1,1,5,0,1.0,88.0,1,0
Infernal Medusa,0,1,0,0,0,0,0,0,5.0,1994,1994,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,3,15377.0,2,2,2,0,1.0,188.0,1,1
Camouflage,0,0,1,0,0,0,0,0,1.0,1993,1993,3.0,0,0,0,0,1,0,1,0,0,1,0,0,1,3,16956.0,-5,-5,1,0,1.0,589.0,1,0
Ondu Champion,0,1,0,0,0,0,0,0,4.0,2015,2019,2.0,0,0,0,1,0,0,1,1,1,1,1,0,0,4,6401.0,4,4,2,0,1.0,143.0,0,0
Callous Deceiver,0,1,0,0,0,0,0,0,3.0,2004,2004,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,18036.0,1,1,2,0,1.0,212.0,0,0
Phantasmal Fiend,0,1,0,0,0,0,0,0,4.0,1996,2006,5.0,0,1,1,0,0,0,1,0,0,1,1,0,1,4,20000.0,1,1,4,1,1.0,124.0,0,0
Centaur Safeguard,0,1,0,0,0,0,0,0,3.0,2005,2005,1.0,1,0,0,0,1,0,1,1,0,1,1,0,0,4,18168.0,3,3,2,0,1.0,93.0,0,0
Thraben Gargoyle // Stonewing Antagonizer,0,1,0,0,0,0,0,1,1.0,2016,2016,1.0,0,0,0,0,0,0,1,1,1,1,0,0,0,3,13864.0,-5,-5,2,0,1.0,0.0,0,0
Brink of Madness,0,0,0,0,0,1,0,0,4.0,1999,2020,2.0,0,0,1,0,0,0,1,0,0,1,0,0,1,2,13914.0,-5,-5,4,1,1.0,130.0,0,0
Dark Suspicions,0,0,0,0,0,1,0,0,4.0,2001,2001,1.0,0,0,1,0,0,0,1,0,0,1,0,0,0,2,11452.0,-5,-5,2,0,1.0,162.0,0,0
Font of Agonies,0,0,0,0,0,1,0,0,1.0,2019,2019,2.0,0,0,1,0,0,0,1,1,1,1,0,0,0,2,2555.0,-5,-5,2,0,1.0,153.0,0,0
Alabaster Leech,0,1,0,0,0,0,0,0,1.0,2000,2000,1.0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,16841.0,1,1,2,0,1.0,44.0,0,0
Hydra Broodmaster,0,1,0,0,0,0,0,0,6.0,2014,2014,2.0,0,0,0,0,1,0,1,1,1,1,0,0,0,2,1475.0,7,7,2,0,1.0,198.0,1,1
Root Cage,0,0,0,0,0,1,0,0,2.0,2000,2000,1.0,0,0,0,0,1,0,1,0,0,1,0,0,0,3,18811.0,-5,-5,2,0,1.0,62.0,0,0
Frost Titan,0,1,0,0,0,0,0,0,6.0,2010,2014,4.0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,3266.0,6,6,3,0,0.0,281.0,0,1
Goblin Fire Fiend,0,1,0,0,0,0,0,0,4.0,2005,2005,2.0,0,0,0,1,0,0,1,1,0,1,1,0,0,4,17456.0,1,1,2,0,1.0,101.0,0,0
Taurean Mauler,0,1,0,0,0,0,0,0,3.0,2008,2019,7.0,0,0,0,1,0,0,1,1,0,1,0,0,1,2,1274.0,2,2,3,0,0.0,129.0,1,0
Alpha Tyrranax,0,1,0,0,0,0,0,0,6.0,2010,2010,1.0,0,0,0,0,1,0,1,1,0,1,1,0,0,4,14590.0,6,6,2,0,1.0,0.0,0,0
Alms Beast,0,1,0,0,0,0,0,0,4.0,2013,2013,1.0,1,0,1,0,0,0,1,1,1,1,0,0,0,2,15573.0,6,6,2,0,1.0,58.0,0,0
"Tiana, Ship's Caretaker",1,1,0,0,0,0,0,0,5.0,2018,2018,2.0,1,0,0,1,0,0,1,1,1,1,0,0,0,3,4087.0,3,3,2,0,1.0,192.0,0,0
Purity,0,1,0,0,0,0,0,0,6.0,2007,2007,1.0,1,0,0,0,0,0,1,1,0,1,0,0,0,2,8120.0,6,6,2,0,1.0,212.0,1,1
Deeptread Merrow,0,1,0,0,0,0,0,0,2.0,2007,2007,1.0,0,1,0,0,0,0,1,1,0,1,1,0,0,4,15300.0,2,2,2,0,1.0,127.0,0,0
Drannith Magistrate,0,1,0,0,0,0,0,0,2.0,2020,2020,4.0,1,0,0,0,0,1,1,1,1,1,0,0,0,2,1538.0,1,1,2,0,1.0,70.0,1,1
Essence Harvest,0,0,0,1,0,0,0,0,3.0,2012,2012,1.0,0,0,1,0,0,0,1,1,0,1,1,0,0,4,5601.0,-5,-5,2,0,1.0,106.0,0,0
